"file","swedish","english","chinese" 
"English\Felix_PyjamasParty.eng.mtf","OK... de har inte en arbetsintervju","OK... they don't do interviews","好吧...他们没有工作面试"
"English\Felix_PyjamasParty.eng.mtf","Det är mer som ett test","It's more like a test","这更像是一个测试"
"English\Felix_PyjamasParty.eng.mtf","Men visst, om du känner dig redo","But sure, if you feel ready","但当然，如果你觉得准备好了"
"English\Felix_PyjamasParty.eng.mtf","Och har du en modifierare?","And you have a modifier?","还有你有修改器吗？"
"English\Felix_PyjamasParty.eng.mtf","Njae...","Well...","出色地..."
"English\Felix_PyjamasParty.eng.mtf","Typ","Sort of","类型"
"English\Felix_PyjamasParty.eng.mtf","Ja jag är grym","Sure do, I'm the bomb","是的，我很残忍"
"English\Felix_PyjamasParty.eng.mtf","Men har du en?","But you have one?","但你有吗？"
"English\Felix_PyjamasParty.eng.mtf","Nä...","Nah...","呃……"
"English\Felix_PyjamasParty.eng.mtf","Modifierare?! Vad är det?","Modifier?! What's that?","修改器？！它是什么？"
"English\Felix_PyjamasParty.eng.mtf","Det måste du ha, annars kan du inte göra intagningsprovet","You have to have one, or you can't take the test","必须有，否则不能参加入学考试"
"English\Felix_PyjamasParty.eng.mtf","Men du kanske kan få tag på en","But you might get your hands on one","但你也许能找到一个"
"English\Felix_PyjamasParty.eng.mtf","Det är rätt många i staden som har dem, du kanske känner någon?","A lot of people around town has one, maybe you know someone?","这个城市里有不少人拥有它们，也许你认识某个人？"
"English\Felix_PyjamasParty.eng.mtf","Ja, kanske...","Yes, maybe...","也许吧..."
"English\Felix_PyjamasParty.eng.mtf","Inte direkt","Not really","不直接"
"English\Felix_PyjamasParty.eng.mtf","Du kan ju kolla med Fib som sköter om parken, han är soft","Try asking Fib who takes care of the park, he's cool","你可以问一下负责公园的 Fib，他很温柔"
"English\Felix_PyjamasParty.eng.mtf","Glöm inte bort festen hos mig ikväll bara!","Just don't forget the party at my place tonight!","只是别忘了今晚在我家举行的聚会！"
"English\Felix_PyjamasParty.eng.mtf","Ska dra nu, ha det","I'm gonna split, see you later","现在要离开了，拿走吧"
"English\Felix_PyjamasParty.eng.mtf","Vi hörs dude","Don't be a stranger, dude","再见，伙计"
"English\Felix_PyjamasParty.eng.mtf","Tja, där är du ju dude! Kul att du kunde komma över!","Hey dude, there you are! Glad you could make it!","好吧，你就是老兄！很高兴你能过来！"
"English\Felix_PyjamasParty.eng.mtf","Slå dig ner","Have a seat","请坐"
"English\Felix_PyjamasParty.eng.mtf","Läget?","Sup?","那个地点？"
"English\Felix_PyjamasParty.eng.mtf","Jo det är utmärkt","Just splendid","是的，非常棒"
"English\Felix_PyjamasParty.eng.mtf","Härligt att höra","Glad to hear it","很高兴听到"
"English\Felix_PyjamasParty.eng.mtf","Jag är lite förkyld men annars är det bra","Got a bit of a cold but other than that I'm good","我有点感冒，但其他都还好"
"English\Felix_PyjamasParty.eng.mtf","Segt","Bummer","慢的"
"English\Felix_PyjamasParty.eng.mtf","Jag är väldigt trött, mitt jobb tar knäcken på mig","I'm really tired, my job is killing me","我很累，工作快要了我的命"
"English\Felix_PyjamasParty.eng.mtf","Fan vad drygt","That sucks","该死的什么很多"
"English\Felix_PyjamasParty.eng.mtf","Men du Sebbe, jag har tänkt på en sak","Listen Seb, I've been thinking","但是Sebbe，我想到了一件事"
"English\Felix_PyjamasParty.eng.mtf","Du känns jäkligt stiff ibland","You're a real stiff sometimes!","有时你感觉很僵硬"
"English\Felix_PyjamasParty.eng.mtf","Vad fan säger du?!","What the hell did you just say?!","你他妈在说什么？！"
"English\Felix_PyjamasParty.eng.mtf","Ta det lugnt, du är bara lite stel liksom","Calm down, you're just a little stiff's all","放轻松，你只是有点僵硬"
"English\Felix_PyjamasParty.eng.mtf","Ja, jag vet...","Yes, I know...","是的，我知道..."
"English\Felix_PyjamasParty.eng.mtf","Vad menar du med det?","What do you mean by that?","你是什​​么意思？"
"English\Felix_PyjamasParty.eng.mtf","Jo men du är lite stel liksom","Like, you're sorta, not very relaxed","是的，但是你有点僵硬"
"English\Felix_PyjamasParty.eng.mtf","Tycker du?","You think?","你认为？"
"English\Felix_PyjamasParty.eng.mtf","Alltså, det är inte något allvarligt","Look, it's not like it's serious or anything","所以，这没什么严重的"
"English\Felix_PyjamasParty.eng.mtf","Jag gillar dig, men du borde slappna av mer bara","I like you but you should learn to relax a little, you know","我喜欢你，但你应该放松一点"
"English\Felix_PyjamasParty.eng.mtf","OK...","OK...","好的..."
"English\Felix_PyjamasParty.eng.mtf","Du blir inte sur nu va?","I didn't piss you off, did I?","你现在没有生气吧？"
"English\Felix_PyjamasParty.eng.mtf","Alltså, jag vet bara inte riktigt hur jag ska bete mig","Well, I'm just not sure how to act","所以，我真的不知道如何表现"
"English\Felix_PyjamasParty.eng.mtf","Nä...","Nah...","呃……"
"English\Felix_PyjamasParty.eng.mtf","Ja jag antar det","I guess so","是的，我想是的"
"English\Felix_PyjamasParty.eng.mtf","Jag vet inte om jag förstår vad du pratar om","I'm not sure I follow","我不知道我是否明白你在说什么"
"English\Felix_PyjamasParty.eng.mtf","Det kan vara svårt att se sånt här själv","It might be hard to spot these things on your own","亲眼看到这一点可能很难"
"English\Felix_PyjamasParty.eng.mtf","Men jag tror jag vet vad vi ska göra åt dina problem","But I think I know what to do about your issues","但我想我知道该怎么解决你的问题"
"English\Felix_PyjamasParty.eng.mtf","OK?!","OK?!","好的？！"
"English\Felix_PyjamasParty.eng.mtf","Hmm, ok...","Hmm, OK...","嗯，好吧..."
"English\Felix_PyjamasParty.eng.mtf","Dude, var inte så skeptisk","Dude, no need to sound so dubious","兄弟，别这么怀疑"
"English\Felix_PyjamasParty.eng.mtf","Jag har bjudit in lite tjejer hit ikväll","I've invited some girls over tonight","今晚我邀请了一些女孩来这里"
"English\Felix_PyjamasParty.eng.mtf","De är jävligt fräscha","They're pretty fucking foxy","它们太新鲜了"
"English\Felix_PyjamasParty.eng.mtf","Om du spelar dina kort rätt kan du kanske få ragg","If you play your cards right you might get some","如果你的牌打得好，你可能会赢"
"English\Felix_PyjamasParty.eng.mtf","OK, hur gör man det?","OK, how do you do that?","好的，你怎么做呢？"
"English\Felix_PyjamasParty.eng.mtf","Vilka kort kan man spela då?","What cards can you play?","那么可以打哪些牌呢？"
"English\Felix_PyjamasParty.eng.mtf","Jag vet inte om jag vill ha ragg...","I'm not sure I want to get some...","不知道要不要拉格..."
"English\Felix_PyjamasParty.eng.mtf","Kom igen, klart du vill!","Come on, of course you do!","来吧，你当然想要！"
"English\Felix_PyjamasParty.eng.mtf","Alltså...","Well...","换句话说..."
"English\Felix_PyjamasParty.eng.mtf","Du måste nog bara softa lite mer","I think you just gotta chillax","你可能只需要再软化一点"
"English\Felix_PyjamasParty.eng.mtf","Inte använda så skumma ord...","Don't use all those weird words...","不要用这么阴暗的词..."
"English\Felix_PyjamasParty.eng.mtf","Släppa ner axlarna en decimeter, chilla liksom","Let your shoulders drop a few inches, relax like","肩膀下沉一分米，尽管冷静"
"English\Felix_PyjamasParty.eng.mtf","Här kommer vi","Here we are","我们来了"
"English\Felix_PyjamasParty.eng.mtf","Nej oj jävlar, kommer de redan?!","What oh shit, they're already here?","不，天哪，他们已经来了吗？"
"English\Felix_PyjamasParty.eng.mtf","Fan, vi får ta det där någon annan gång Sebbe","Damn, let's wrap this up some other time, Seb","该死，我们得再做一次，Sebbe"
"English\Felix_PyjamasParty.eng.mtf","Hej, välkomna allihopa!","Hey, welcome everybody!","您好，欢迎大家！"
"English\Felix_PyjamasParty.eng.mtf","Tja grabbar!","Wazzup lads!","好吧，伙计们！"
"English\Felix_PyjamasParty.eng.mtf","Hej hej, Amanda!","Heya, Amanda!","嘿嘿，阿曼达！"
"English\Felix_PyjamasParty.eng.mtf","Du förresten Sebbe?","Look, Seb?","顺便问一下，你是塞贝吗？"
"English\Felix_PyjamasParty.eng.mtf","Ja?","Yes?","是的？"
"English\Felix_PyjamasParty.eng.mtf","Jag måste dra iväg och fixa en grej","I gotta go take care of this thing","我得去解决一些问题"
"English\Felix_PyjamasParty.eng.mtf","Men du kan väl hänga här med tjejerna så länge?","Why don't you hang with the ladies while I'm out?","但你可以和女孩们在这里待那么久，对吧？"
"English\Felix_PyjamasParty.eng.mtf","Javisst!","Sure!","当然！"
"English\Felix_PyjamasParty.eng.mtf","Härligt, ses snart","Right on, see you soon","可爱的，很快再见"
"English\Felix_PyjamasParty.eng.mtf","OK...","OK...","好的..."
"English\Felix_PyjamasParty.eng.mtf","De är inte farliga","They don't bite","它们并不危险"
"English\Felix_PyjamasParty.eng.mtf","Kan jag inte följa med dig?","Can't I come with you?","我不能和你一起去吗？"
"English\Felix_PyjamasParty.eng.mtf","Nä jag måste ordna med lite saker själv","Nah man, I gotta take care of some stuff on my own","嗯，有些事情我得自己安排一下"
"English\Felix_PyjamasParty.eng.mtf","Sorry man","Sorry man","对不起"
"English\Felix_PyjamasParty.eng.mtf","Ciao, allihopa!","Ciao, everybody!","大家好！"
"English\Felix_PyjamasParty.eng.mtf","Hej då Felix","Goodbye Felix","你好菲利克斯"
"English\Felix_PyjamasParty.eng.mtf","Vi kommer att sakna dig","We'll miss ya!","我们会想你"
"English\Felix_Trial1.eng.mtf","Ey dude","Ey dude","你好，哥们儿"
"English\Felix_Trial1.eng.mtf","'sup?","What's up?","'喝？"
"English\Felix_Trial1.eng.mtf","Jag fattar inget alls där inne!","I don't get anything in there!","我根本看不懂里面的任何东西！"
"English\Felix_Trial1.eng.mtf","Ah segt","Ah, that sucks","啊强硬"
"English\Felix_Trial1.eng.mtf","Jag vet hur det känns, jag är också helt nollställd när det kommer till datorer","I know the feeling, I'm a total n00b when it comes to computers","我知道那种感觉，我对电脑也是零基础"
"English\Felix_Trial1.eng.mtf","Vad ska jag ta mig till?","What should I do?","我要做什么？"
"English\Felix_Trial1.eng.mtf","Suck...","Sigh...","叹..."
"English\Felix_Trial1.eng.mtf","Skit också!","Damn it!","还他妈的！"
"English\Felix_Trial1.eng.mtf","Hon kommer att tro att jag är en total nolla","She's gonna think I'm a complete loser","她会认为我完全是零"
"English\Felix_Trial1.eng.mtf","Äh, nej då","Ugh, no","呃，不，那么"
"English\Felix_Trial1.eng.mtf","Du har ju precit börjat med sånt där","You're completely new to that stuff","你刚刚开始做这样的事情"
"English\Felix_Trial1.eng.mtf","Jag trodde jag skulle vara grym!","I thought I was going to be awesome","我以为我会很残忍！"
"English\Felix_Trial1.eng.mtf","Alla är väl dåliga i början..?","No one know that shit in the beginning, right?","每个人一开始都是不好的，对吧？"
"English\Felix_Trial1.eng.mtf","Ja kanske, men jag får panik nu!","I guess, but I'm kinda panicking now!","是的，也许吧，但我现在很恐慌！"
"English\Felix_Trial1.eng.mtf","Jo...","Yeah...","是的..."
"English\Felix_Trial1.eng.mtf","Men jag trodde att jag var lite bättre än så här i alla fall!","But I though I was going to be a bit better than this at least!","但我想我还是比这好一点！"
"English\Felix_Trial1.eng.mtf","Ta det lugnt","Take it easy","别紧张"
"English\Felix_Trial1.eng.mtf","Du kanske bara måste ta en paus","Perhaps you just need a break","也许你只是需要休息一下"
"English\Felix_Trial1.eng.mtf","Mm...","Mhm...","嗯..."
"English\Felix_Trial1.eng.mtf","Ja OK","Yeah, OK","好的"
"English\Felix_Trial1.eng.mtf","Bra idé","Good idea","好主意"
"English\Felix_Trial1.eng.mtf","Gå och ta en kaffe typ","Go and have a coffee","去喝杯咖啡吧"
"English\Felix_Trial1.eng.mtf","OK, testar det","OK, I'll try that","好的，测试一下"
"English\Felix_Trial1.eng.mtf","Jepp","Yup","是的"
"English\Felix_Trial1.eng.mtf","Ska tänka på saken","I'll think about it","会考虑一下"
"English\Felix_Trial1.eng.mtf","Ses, dude","Cya dude","再见，伙计"
"English\Felix_Trial1.eng.mtf","Inte mycket. Vad händer här?","Not much, what's going on here?","不多。这里发生了什么事？"
"English\Felix_Trial1.eng.mtf","Sitter mest och chillar","I'm basically just chilling","大部分时间都是坐着休息"
"English\Felix_Trial1.eng.mtf","Jäkligt sweet vibe här nere idag","Got a sweet vibe down here today","今天这里的气氛真的很甜蜜"
"English\Felix_Trial1.eng.mtf","Hur går testet?","How's the test?","测试进展如何？"
"English\Felix_Trial1.eng.mtf","Jo men det går bra","Kinda OK","是的，但进展顺利"
"English\Felix_Trial1.eng.mtf","Fett","Cool","胖的"
"English\Felix_Trial1.eng.mtf","Helt åt skogen","Total failure","完全脱离困境"
"English\Felix_Trial1.eng.mtf","Chill, dude","Chill, dude","冷静点，伙计"
"English\Felix_Trial1.eng.mtf","Det kommer att ordna sig","It'll be all right","一切都会好起来的"
"English\Felix_TryFindLodge.eng.mtf","Ey, det är ju du ju!","Ey, it's you!","嘿，是你！"
"English\Felix_TryFindLodge.eng.mtf","Ta det lugnt dude","Take it easy, dude","放轻松吧伙计"
"English\Felix_TryFindLodge.eng.mtf","Yo man!","Yo man!","你好！"
"English\Felix_TryFindLodge.eng.mtf","Peace","Peace","和平"
"English\Felix_TryFindLodge.eng.mtf","Hallå","Hello","你好"
"English\Felix_TryFindLodge.eng.mtf","Ey, det är du som är Ivans kompis va?","Ey, you're Ivan's buddy huh?","嘿，你是伊万的朋友，不是吗？"
"English\Felix_TryFindLodge.eng.mtf","Med gräset?","With the weed?","和草一起吗？"
